ID,F115,F321,F527,F531,F670,F1692,F2082,F2122,F2582,F2678,F2737,F2956,F3043,F3836,F3887,F3889,F3891,F3894,F3924
189,0.42,1.22,1.16,1.72,0.0,0.0,0.0,0.0,0.17,-0.05,-0.26,152.0,,89872.9,163,G365D,salaried,15.0,0
190,1.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,,-0.06,-0.29,60.0,,114289.23,162,G365D,agriculture,35.0,0
191,0.52,1.35,0.89,1.51,0.0,0.0,0.0,0.0,-0.08,-0.12,-0.23,150.0,,201285.54,163,G365D,agriculture,40.0,0
192,0.66,1.15,0.92,1.37,0.0,2.0,0.0,0.75,0.28,-0.22,-0.24,203.0,,356900.46,162,G365D,selfemployed,39.0,0
193,0.59,1.3,1.23,2.38,1.0,3.0,0.0,0.009868421,0.15,0.43,-0.02,176.0,334.0,97364.26,162,G365D,housewife,38.0,0
194,0.69,0.88,0.75,0.61,1.0,0.0,0.0,0.0,-0.09,,-0.32,22.0,,2690.5,163,G365D,student,26.0,0
195,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.54,-0.49,-0.5,40.0,,251876.99,163,G365D,student,32.0,0
196,0.31,1.99,0.0,7.64,0.0,0.0,0.0,0.005649718,-0.19,-0.21,-0.12,110.0,185.0,28078.95,163,G365D,agriculture,38.0,0
197,0.31,1.32,1.59,2.44,0.0,0.0,0.017857143,0.012195122,,-0.05,-0.05,19.0,20.0,1588359.27,164,G365D,salaried,33.0,0
198,0.46,1.19,1.02,2.18,0.0,0.0,0.0,0.0,0.0,-0.08,-0.16,114.0,,70514.2,163,G365D,student,35.0,0
199,0.56,1.03,1.14,1.52,0.0,2.0,0.058823529,0.033898305,0.06,-0.23,-0.37,141.0,,495762.4,162,G365D,agriculture,30.0,0
200,0.51,1.26,0.91,1.78,0.0,0.0,0.0,0.0,,,,,3.0,363433.61,161,G365D,student,28.0,0
201,0.6,1.11,1.13,0.95,0.0,0.0,0.0,0.0,-0.08,-0.19,-0.56,71.0,,88894.26,162,G365D,student,35.0,0
202,0.46,1.06,1.3,1.16,0.0,0.0,0.0,0.0,-0.06,0.0,-0.06,16.0,,9277.82,163,G365D,selfemployed,46.0,0
203,0.56,1.07,1.09,1.34,0.0,0.0,0.0,0.0,0.02,-0.3,-0.52,129.0,,55880.66,131,G365D,agriculture,85.0,0
204,0.65,1.37,0.54,1.7,0.0,0.0,0.0,0.052631579,0.1,-0.26,-0.26,119.0,,194117.0,162,G365D,agriculture,79.0,0
205,0.7,0.93,1.06,0.98,0.0,0.0,0.0,0.0,0.15,-0.46,-0.59,60.0,,4296443.92,161,G365D,selfemployed,59.0,0
206,0.51,0.85,0.56,2.64,0.0,0.0,0.071428571,0.0,0.01,0.1,-0.18,60.0,176.0,2690547.18,162,G365D,selfemployed,25.0,0
207,0.52,1.52,1.01,2.76,0.0,0.0,0.0,0.0,-0.05,-0.32,-0.47,55.0,81.0,2832392.99,162,G365D,selfemployed,32.0,0
208,,,,,0.0,0.0,0.0,0.0,-0.17,0.83,-0.25,178.0,359.0,-38076313.57,163,G365D,salaried,34.0,0
209,0.53,1.6,1.34,2.23,0.0,0.0,0.0,0.0,,-0.43,-0.63,29.0,,-2585948.78,160,G365D,student,30.0,0
210,0.56,0.89,0.96,1.0,0.0,1.0,0.0,0.5,0.16,0.49,0.34,29.0,,6125037.28,161,G365D,selfemployed,49.0,0
211,0.8,1.0,1.25,1.19,0.0,0.0,0.0,0.0,0.06,-0.42,-0.51,33.0,58.0,270933.55,161,G365D,agriculture,37.0,0
212,0.34,1.28,0.96,1.32,0.0,0.0,0.0,0.0,0.33,-0.35,-0.01,207.0,,421976.23,162,G365D,agriculture,29.0,0
213,0.48,1.15,1.15,1.34,1.0,0.0,0.0,0.0,-0.06,-0.35,-0.33,31.0,67.0,687135.65,161,G365D,student,34.0,0
214,0.37,0.78,1.19,0.82,0.0,0.0,0.0,0.0,-0.26,,-0.89,18.0,,17589620.48,160,G365D,student,25.0,0
215,0.6,1.15,1.36,1.35,0.0,1.0,0.0,0.013266998,,0.17,-0.49,49.0,181.0,95482.09,162,G365D,agriculture,39.0,0
216,0.49,1.3,1.23,1.36,0.0,0.0,0.0,0.016339869,0.09,-0.48,-0.7,57.0,,106294.56,161,G365D,selfemployed,39.0,0
217,0.55,1.23,1.05,1.32,0.0,0.0,0.0,0.0,-0.05,,-0.3,13.0,18.0,495022.5,160,G365D,salaried,39.0,0
218,0.47,0.97,1.41,0.75,0.0,1.0,0.0,0.006944444,0.27,-0.54,-0.7,78.0,,304392.4,162,G365D,selfemployed,44.0,0
219,0.38,1.09,0.88,1.77,0.0,0.0,0.0,0.0,0.03,0.39,-0.11,154.0,,127983.28,161,G365D,selfemployed,34.0,0
220,0.8,1.0,,1.12,0.0,0.0,0.0,0.0,,,0.0,,,478376.54,161,G365D,selfemployed,44.0,0
221,1.0,1.02,1.02,1.07,0.0,0.0,0.0,0.016666667,0.21,0.02,-0.71,37.0,,36153.96,163,G365D,selfemployed,54.0,0
222,0.48,1.36,1.12,1.62,0.0,0.0,0.0,0.0,0.0,-0.6,-0.59,6.0,,501674.28,160,G365D,agriculture,38.0,0
223,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.68,-0.62,27.0,,80416.37,161,G365D,selfemployed,19.0,0
224,,,,,0.0,0.0,0.0,0.0,2.56,-0.33,0.17,100.0,,212702.88,160,G365D,student,27.0,0
225,0.36,1.18,1.1,0.81,0.0,0.0,0.0,0.0,-0.23,0.02,0.02,232.0,596.0,364579.9,161,G365D,selfemployed,32.0,0
226,0.52,1.24,0.0,2.37,0.0,0.0,0.0,0.0,1.56,-0.11,-0.13,249.0,602.0,941819.12,162,G365D,agriculture,35.0,0
227,0.48,0.86,2.15,1.75,0.0,0.0,0.0,0.0,-0.34,,-0.5,34.0,60.0,42316.17,159,G365D,salaried,50.0,0
228,0.62,1.48,1.29,2.28,0.0,0.0,0.0,0.0,0.04,-0.43,-0.04,66.0,156.0,-40934141.83,159,G365D,selfemployed,43.0,0
229,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,5.0,-26893712.72,161,G365D,agriculture,40.0,0
230,0.39,1.0,1.1,2.45,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,,20609.84,160,G365D,agriculture,38.0,0
231,0.47,0.62,0.32,1.59,0.0,0.0,0.0,0.0,0.19,-0.49,-0.37,104.0,,1342991.49,159,G365D,salaried,30.0,0
232,0.52,1.08,1.04,1.03,0.0,0.0,0.0,0.0,0.07,-0.66,-0.34,13.0,,29804.0,162,G365D,agriculture,36.0,0
233,0.57,1.06,0.0,2.11,0.0,0.0,0.0,0.0,-0.08,-0.21,0.04,115.0,,155117.2,160,G365D,agriculture,37.0,0
234,0.49,1.23,1.15,1.39,0.0,0.0,0.0,0.0,0.27,,-0.32,59.0,,975310.74,160,G365D,selfemployed,39.0,0
235,0.5,1.36,1.12,1.49,0.0,0.0,0.0,0.0,,,0.0,,4.0,261854.64,160,G365D,selfemployed,39.0,0
236,1.0,1.16,1.0,1.15,0.0,0.0,0.0,0.0,,,,,,37480404.91,161,G365D,selfemployed,39.0,0
237,0.7,0.99,1.06,1.43,1.0,0.0,0.0,0.0,-0.21,0.28,0.11,221.0,,-515791815.0,161,G365D,selfemployed,39.0,0
238,0.47,0.88,0.97,0.91,1.0,0.0,0.0,0.0,0.07,,-0.48,9.0,,9270221.57,161,G365D,agriculture,47.0,0
239,0.39,1.19,1.0,0.92,0.0,0.0,0.0,0.005154639,,0.14,1.5,56.0,,447735.75,162,G365D,agriculture,47.0,0
240,0.66,1.16,0.95,1.44,0.0,0.0,0.0,0.004807692,0.0,0.94,-0.05,76.0,,17394.62,159,G365D,housewife,57.0,0
241,0.51,1.28,1.07,1.14,0.0,0.0,0.0,0.0,,0.26,-0.23,25.0,,27890200.93,162,G365D,selfemployed,43.0,0
242,0.55,1.07,0.85,0.81,0.0,0.0,0.0,0.0,0.97,-0.43,0.12,58.0,,64785.74,161,G365D,housewife,35.0,0
243,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,-0.06,-0.3,14.0,,1488972.44,160,G365D,agriculture,34.0,0
244,0.44,1.02,0.78,0.83,0.0,0.0,0.0,0.0,0.4,-0.2,-0.2,85.0,,5495.55,161,G365D,student,29.0,0
245,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.011428571,0.5,0.32,-0.07,133.0,,2140434.82,162,G365D,selfemployed,55.0,0
246,0.5,1.0,0.0,1.11,0.0,0.0,0.0,0.0,-0.04,0.88,-0.06,135.0,,12710769.99,160,G365D,student,31.0,0
247,0.39,1.0,0.89,0.67,0.0,0.0,0.0,0.0,0.31,-0.59,-0.7,25.0,62.0,1416973.53,160,G365D,student,39.0,0
248,0.54,0.91,1.2,0.94,0.0,0.0,0.0,0.333333333,0.0,0.92,0.27,19.0,,1661589.19,161,G365D,agriculture,38.0,0
249,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,-0.43,-0.57,45.0,,6806700.97,158,G365D,salaried,17.0,0
250,0.41,1.81,1.64,1.83,0.0,1.0,0.0,0.058823529,,-0.4,0.19,48.0,,145647.06,161,G365D,salaried,18.0,0
251,0.63,1.73,0.93,2.65,0.0,0.0,0.0,0.0,,2.41,0.58,71.0,,21744.15,133,G365D,selfemployed,36.0,0
252,0.57,0.58,1.46,0.71,1.0,0.0,0.0,0.0,-0.5,0.33,0.56,23.0,,2120138.74,160,G365D,selfemployed,40.0,0
253,0.92,1.0,0.89,1.06,0.0,0.0,0.0,0.0,-0.08,-0.18,-0.29,11.0,,435390.72,158,G365D,selfemployed,64.0,0
254,0.83,0.81,1.24,1.01,0.0,0.0,0.0,0.0,0.89,-0.25,-0.1,52.0,,27250.21,158,G365D,selfemployed,42.0,0
255,0.92,1.34,1.07,1.39,0.0,0.0,0.0,0.0,-0.09,-0.53,-0.39,79.0,,148481.53,161,G365D,student,35.0,0
256,0.47,1.17,0.86,1.84,0.0,0.0,0.0,0.0,-0.25,,2.05,3.0,,269882.67,160,G365D,salaried,38.0,0
257,0.51,0.73,0.98,0.79,0.0,0.0,0.142857143,0.25,-0.06,-0.18,-0.07,56.0,95.0,-51855082.44,159,G365D,selfemployed,29.0,0
258,0.51,0.8,0.83,1.68,0.0,0.0,0.0,0.0,,-0.47,-0.72,9.0,,105892.7,159,G365D,student,27.0,0
259,0.4,1.18,0.7,1.13,0.0,0.0,0.0,0.0,-0.23,,-0.29,48.0,,451639.96,160,G365D,student,28.0,0
260,0.6,1.34,0.53,1.45,0.0,0.0,0.0,0.0,0.09,-0.31,-0.27,285.0,,370947.92,160,G365D,student,32.0,0
261,0.55,1.09,1.27,1.74,0.0,0.0,0.0,0.0,0.27,,-0.17,82.0,162.0,443274.01,159,G365D,agriculture,29.0,0
262,0.6,0.51,0.4,2.68,1.0,0.0,0.0,0.0,-0.42,-0.03,-0.01,54.0,,11333171.32,159,G365D,selfemployed,38.0,0
263,0.67,0.54,0.33,1.32,0.0,0.0,0.0,0.0,-0.38,-0.08,-0.18,55.0,,105564.09,158,G365D,agriculture,29.0,0
264,0.46,1.38,0.85,1.49,0.0,0.0,0.0,0.0,,-0.17,-0.03,42.0,,83151.55,159,G365D,selfemployed,42.0,0
265,0.57,0.79,1.45,0.92,0.0,0.0,0.0,0.0,0.01,0.09,0.11,73.0,,1100223.08,160,G365D,selfemployed,18.0,0
266,0.61,0.75,0.93,0.85,1.0,0.0,0.0,0.010416667,-0.17,,-0.59,65.0,,957134.38,158,G365D,agriculture,37.0,0
267,0.41,1.46,2.11,2.42,0.0,0.0,0.035714286,0.039215686,0.1,-0.01,-0.37,101.0,,2256156.06,160,G365D,agriculture,24.0,0
268,,,,,1.0,0.0,0.0,0.0,1.35,-0.41,-0.65,16.0,,113978.97,160,G365D,student,28.0,0
269,0.47,1.25,1.29,1.65,0.0,1.0,0.076923077,0.01980198,-0.37,-0.33,-0.47,53.0,80.0,211442.71,159,G365D,salaried,14.0,0
270,0.49,1.28,0.92,2.08,0.0,0.0,0.0,0.0,0.0,-0.13,-0.13,6.0,7.0,4670659.7,158,G365D,salaried,29.0,0
271,0.39,1.47,0.82,2.26,0.0,0.0,0.0,0.0,,-0.43,-0.56,,6.0,103078.81,160,G365D,student,29.0,0
272,0.5,1.97,1.0,2.45,0.0,0.0,0.0,0.0,0.15,,-0.22,27.0,,8164.81,159,G365D,student,29.0,0
273,0.4,1.32,1.0,2.62,0.0,0.0,0.0,0.012048193,-0.06,0.89,-0.22,169.0,,5690467.75,158,G365D,agriculture,28.0,0
274,0.53,0.99,0.69,1.0,0.0,0.0,0.0,0.0,-0.16,0.28,0.44,24.0,43.0,2722478.08,158,G365D,selfemployed,43.0,0
275,0.38,1.59,1.44,3.05,0.0,0.0,0.0,0.0,-0.3,0.28,-0.07,29.0,,513432.61,158,G365D,student,30.0,0
276,0.29,1.23,1.24,1.88,0.0,0.0,0.0,0.0,-0.06,,-0.41,79.0,,4286.96,158,G365D,agriculture,68.0,0
277,0.26,1.78,0.84,2.71,0.0,0.0,0.0,0.0,-0.04,3.56,-0.34,77.0,,1320372.26,160,G365D,student,34.0,0
278,0.51,0.86,0.6,1.39,0.0,3.0,0.0,0.142857143,-0.03,0.51,0.58,91.0,,139392.05,158,G365D,student,26.0,0
279,0.45,1.25,0.94,1.39,0.0,0.0,0.0,0.005988024,0.07,,-0.32,34.0,,124936.29,159,G365D,student,28.0,0
280,0.49,1.15,1.16,1.05,0.0,0.0,0.0,0.005681818,0.05,,-0.45,39.0,70.0,998342.37,158,G365D,student,33.0,0
281,0.35,1.7,0.97,0.51,0.0,0.0,0.0,0.0,0.4,-0.26,-0.01,192.0,,1829096.14,158,G365D,agriculture,30.0,0
282,0.51,1.17,0.88,1.33,0.0,0.0,0.0,0.0,0.24,,-0.3,57.0,,2427089.14,158,G365D,agriculture,34.0,0
283,0.48,1.2,1.17,0.98,0.0,0.0,0.0,0.013333333,0.05,-0.03,-0.12,195.0,,34020.42,159,G365D,agriculture,62.0,0
284,0.67,1.42,1.21,1.34,0.0,0.0,0.0,0.0,0.04,-0.05,-0.07,133.0,,25717.14,158,G365D,selfemployed,30.0,0
285,0.3,1.0,1.18,1.86,0.0,1.0,0.0,0.033333333,0.21,,-0.56,90.0,,641771.59,158,G365D,student,32.0,0
286,0.49,2.02,0.76,1.99,0.0,0.0,0.0,0.012345679,-0.03,1.65,-0.5,75.0,175.0,85924.5,157,G365D,student,27.0,0
287,0.63,0.51,0.22,1.04,1.0,0.0,0.0,0.01010101,3.93,-0.16,-0.37,82.0,152.0,1030102.51,158,G365D,student,24.0,0
288,0.5,0.84,0.47,1.26,0.0,0.0,0.0,0.0,,-0.46,-0.68,38.0,,1062924.09,159,G365D,selfemployed,32.0,0
289,0.52,1.55,1.27,1.31,0.0,0.0,0.0,0.0,-0.12,,0.13,148.0,271.0,870275.8,156,G365D,student,29.0,0
290,0.6,1.33,0.0,2.28,0.0,0.0,0.0,0.0,,,-0.55,7.0,,134595.02,159,G365D,student,26.0,0
291,0.38,0.16,0.0,0.89,1.0,0.0,0.0,0.1125,0.1,-0.06,-0.29,54.0,,2414608.06,158,G365D,housewife,52.0,0
292,0.48,0.84,1.36,0.76,0.0,0.0,0.0,0.0,-0.43,-0.63,-0.14,27.0,74.0,1069.33,159,G365D,selfemployed,34.0,0
293,0.58,1.38,1.78,1.46,0.0,0.0,0.0,0.0,0.16,-0.16,-0.1,167.0,,28216769.58,156,G365D,salaried,30.0,0
294,0.49,1.25,1.08,1.47,0.0,0.0,0.0,0.0,-0.21,-0.01,0.25,165.0,,1006104.56,156,G365D,agriculture,33.0,0
295,0.62,0.72,0.54,1.41,0.0,0.0,0.0,0.0,1.48,-0.22,-0.37,45.0,80.0,114917.53,159,G365D,student,30.0,0
296,0.5,1.23,1.07,1.42,0.0,2.0,0.0,0.473684211,0.0,-0.34,-0.32,89.0,,1980608.91,156,G365D,student,25.0,0
297,0.44,0.25,0.37,0.04,0.0,0.0,0.0,0.0,-0.01,-0.32,-0.34,98.0,,640144.66,159,G365D,student,27.0,0
298,0.56,1.06,0.83,1.16,1.0,0.0,0.0,0.5,-0.09,-0.31,-0.45,59.0,,9365497.6,156,G365D,student,27.0,0
299,0.36,0.57,1.22,2.95,0.0,0.0,0.0,0.0,0.03,-0.44,-0.62,60.0,,49547.38,158,G365D,student,28.0,0
300,0.65,0.81,1.31,0.96,0.0,0.0,0.0,0.004830918,-0.06,-0.3,0.07,131.0,268.0,26062.44,159,G365D,selfemployed,56.0,0
301,0.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.23,,-0.5,101.0,,26308179.76,157,G365D,student,29.0,0
302,0.56,1.47,1.09,1.7,0.0,0.0,0.0,0.00990099,,-0.4,-0.52,15.0,38.0,10375693.33,157,G365D,retired,73.0,0
303,0.41,1.37,1.28,1.37,0.0,0.0,0.0,0.0,0.46,0.12,-0.22,167.0,,61186.45,159,G365D,student,28.0,0
304,0.5,1.68,1.36,1.68,0.0,0.0,0.0,0.0,0.01,-0.21,0.07,71.0,,156478.67,159,G365D,selfemployed,30.0,0
305,0.53,1.53,0.76,2.15,0.0,0.0,0.0,0.0,0.19,0.01,-0.18,114.0,224.0,15997598.98,158,G365D,agriculture,55.0,0
306,0.93,1.04,0.98,1.15,0.0,0.0,0.0,0.0,1.13,-0.48,-0.1,78.0,,251241.27,157,G365D,student,40.0,0
307,0.41,1.49,1.29,1.97,0.0,0.0,0.0,0.0,-0.42,-0.13,-0.37,56.0,98.0,2072.37,157,G365D,student,40.0,0
308,0.41,1.33,0.58,1.07,0.0,0.0,0.0,0.011904762,0.94,-0.3,-0.35,93.0,,-375865403.3,156,G365D,student,29.0,0
309,0.42,3.05,1.59,5.22,0.0,0.0,0.0,0.0,1.25,-0.3,-0.31,99.0,,19925868.95,158,G365D,selfemployed,51.0,0
310,0.41,1.37,1.04,1.44,0.0,0.0,0.0,0.013245033,-0.06,-0.42,-0.55,40.0,,800046.63,157,G365D,agriculture,30.0,0
311,0.59,1.28,0.92,1.51,0.0,0.0,0.0,0.0,1.27,-0.16,3.08,43.0,,517745.9,156,G365D,salaried,26.0,0
312,0.42,1.38,0.77,3.3,1.0,0.0,0.0,0.0,-0.1,-0.29,-0.21,130.0,,114022.94,159,G365D,student,24.0,0
313,0.24,1.28,1.36,3.96,1.0,0.0,0.0,0.0,,-0.03,0.03,116.0,206.0,21804775.68,158,G365D,salaried,48.0,0
314,1.0,1.09,1.09,1.09,0.0,0.0,0.0,0.0,,0.14,2.08,40.0,,22249207.16,157,G365D,student,30.0,0
315,0.43,1.4,1.19,1.95,1.0,0.0,0.0,0.0,0.0,-0.49,0.11,151.0,,7792047.0,157,G365D,student,29.0,0
316,0.37,0.7,0.67,1.3,0.0,0.0,0.0,0.0,,-0.26,-0.36,95.0,,9856703.22,156,G365D,salaried,26.0,0
317,0.48,0.45,0.59,1.53,1.0,0.0,0.0,0.0,0.02,,-0.36,93.0,,5656891.85,156,G365D,salaried,38.0,0
318,0.53,1.08,0.65,3.64,0.0,0.0,0.0,0.0,-0.12,-0.43,-0.49,51.0,,144796.69,157,G365D,selfemployed,40.0,0
319,0.5,1.14,0.76,0.98,0.0,0.0,0.0,0.0,,,,,1.0,348101.53,156,G365D,student,28.0,0
320,0.4,0.98,1.12,0.98,0.0,0.0,0.0,0.0,-0.12,0.16,0.43,285.0,538.0,4543138.35,157,G365D,student,26.0,0
321,0.45,1.11,1.04,0.85,0.0,0.0,0.0,0.041666667,0.25,,-0.1,48.0,,2257.0,156,G365D,salaried,32.0,0
322,,,,,0.0,2.0,0.0,0.010204082,-0.12,-0.24,-0.15,142.0,186.0,332274.83,158,G365D,agriculture,36.0,0
323,0.65,1.06,1.08,1.17,0.0,0.0,0.0,0.0,-0.19,-0.4,-0.28,81.0,,6474272.01,157,G365D,student,28.0,0
324,0.33,1.15,0.0,0.0,1.0,0.0,0.0,0.0,0.06,,-0.15,58.0,,6162932.81,157,G365D,selfemployed,39.0,0
325,0.5,1.22,0.88,1.52,0.0,0.0,0.0,0.0,0.2,,-0.08,56.0,,1321266.92,159,G365D,student,22.0,0
326,0.46,1.23,0.97,0.94,0.0,0.0,0.0,0.051948052,-0.16,-0.35,-0.21,141.0,232.0,9234135.61,155,G365D,housewife,66.0,0
327,0.6,1.12,1.21,1.43,0.0,0.0,0.0,0.166666667,-0.01,,-0.3,88.0,,29293.36,158,G365D,selfemployed,47.0,0
328,0.55,1.61,0.97,2.79,0.0,0.0,0.0,0.0,-0.33,-0.23,-0.06,130.0,,2777907.36,155,G365D,selfemployed,31.0,0
329,0.54,0.78,0.88,2.77,0.0,1.0,0.0,0.006711409,,0.67,0.07,10.0,,3586.25,156,G365D,agriculture,45.0,0
330,0.49,1.18,1.02,1.83,0.0,0.0,0.0,0.0,-0.15,-0.18,-0.19,35.0,,1488645.26,158,G365D,selfemployed,38.0,0
331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,-0.33,1.0,,42548.4,156,G365D,selfemployed,43.0,0
332,0.55,1.66,0.91,2.47,0.0,0.0,0.0,0.166666667,,-0.44,-0.53,16.0,31.0,243532.5,157,G365D,housewife,46.0,0
333,0.51,0.97,1.04,0.83,0.0,0.0,0.0,0.0,,,-0.44,3.0,,1970839.35,157,G365D,student,29.0,0
334,0.5,0.91,0.92,1.05,0.0,0.0,0.0,0.0,1.34,-0.19,-0.25,213.0,287.0,1523932.1,156,G365D,agriculture,77.0,0
335,0.63,1.46,1.23,1.94,0.0,0.0,0.0,0.0,0.0,,-0.39,43.0,,112980.49,155,G365D,student,30.0,0
336,0.39,1.32,0.91,2.36,1.0,0.0,0.0,0.048780488,,,-0.54,32.0,71.0,305485.56,156,G365D,selfemployed,42.0,0
337,0.63,1.0,0.88,1.54,0.0,0.0,0.0,0.003246753,0.0,-0.59,-0.4,37.0,,1546794.01,117,G365D,housewife,31.0,0
338,0.42,1.38,0.62,3.27,0.0,0.0,0.0,0.0,0.11,0.0,-0.02,254.0,482.0,150658.03,157,G365D,agriculture,40.0,0
339,0.53,1.23,0.89,1.33,0.0,0.0,0.0,0.006622517,,,0.0,,6.0,102041.45,156,G365D,student,24.0,0
340,0.53,0.87,1.01,1.03,0.0,0.0,0.0,0.0125,,,0.38,,5.0,2493207.43,157,G365D,agriculture,35.0,0
341,0.43,1.29,1.14,1.08,0.0,0.0,0.0,0.0,,-0.22,-0.34,11.0,,874224.5,156,G365D,selfemployed,49.0,0
342,0.52,0.99,0.55,1.13,0.0,0.0,0.0,0.0,-0.3,-0.18,-0.19,99.0,182.0,510811.32,155,G365D,student,28.0,0
343,0.54,1.56,1.36,0.56,0.0,1.0,0.0,0.023809524,,-0.1,-0.22,83.0,94.0,7217.27,156,G365D,others,55.0,0
344,0.0,0.83,0.0,0.0,1.0,0.0,0.0,0.0,0.57,,-0.67,68.0,,97530.69,157,G365D,salaried,23.0,0
345,0.41,1.23,1.14,1.92,0.0,0.0,0.0,0.0,-0.01,-0.09,-0.18,137.0,209.0,2768076.86,155,G365D,student,26.0,0
346,0.51,1.13,0.78,1.47,0.0,0.0,0.0,0.00621118,-0.27,-0.26,-0.25,102.0,,582933.0,157,G365D,selfemployed,31.0,0
347,0.56,1.23,0.42,2.5,0.0,0.0,0.0,0.0,-0.27,0.26,0.15,54.0,,232528.77,155,G365D,selfemployed,40.0,0
348,0.68,0.44,0.0,1.51,0.0,0.0,0.0,0.0,-0.07,-0.49,-0.48,118.0,,39695.25,155,G365D,student,32.0,0
349,0.55,1.8,0.6,6.32,0.0,0.0,0.008264463,0.017857143,0.09,-0.25,-0.81,38.0,,672766.76,157,G365D,agriculture,58.0,0
350,0.5,1.17,1.26,1.95,0.0,0.0,0.0,0.0,0.75,,-0.06,7.0,,578354.49,157,G365D,agriculture,57.0,0
351,0.53,0.77,1.27,0.87,0.0,1.0,0.0,1.0,1.36,,-0.51,21.0,40.0,8601.49,156,G365D,selfemployed,38.0,0
352,0.98,1.06,0.89,1.1,0.0,0.0,0.0,0.0,-0.04,,-0.24,115.0,307.0,37156288.44,156,G365D,salaried,41.0,0
353,0.41,0.88,0.78,0.74,0.0,0.0,0.0,0.0,-0.07,,0.01,83.0,,515977.77,155,G365D,housewife,55.0,0
354,0.71,0.72,0.47,0.57,0.0,0.0,0.0,0.011560694,0.2,-0.22,-0.2,89.0,,353706.4,156,G365D,selfemployed,34.0,0
355,0.42,1.11,0.95,1.86,0.0,0.0,0.0,0.01910828,0.35,-0.16,-0.28,94.0,,6122992.88,154,G365D,student,35.0,0
356,0.43,1.22,0.94,1.21,0.0,0.0,0.0,0.0,-0.08,-0.45,-0.55,163.0,,934005.01,154,G365D,agriculture,38.0,0
357,0.75,0.73,1.33,0.0,0.0,0.0,0.0,0.0,-0.06,-0.53,-0.65,58.0,,1261953.92,156,G365D,student,26.0,0
358,0.37,1.31,0.89,1.89,1.0,0.0,0.0,0.022813688,,-0.1,-0.1,8.0,,4329974.11,157,G365D,student,26.0,0
359,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,-0.17,-0.48,-0.63,23.0,,30354.27,156,G365D,student,29.0,0
360,0.45,0.7,0.88,0.49,0.0,1.0,0.0,0.142857143,0.24,-0.34,-0.25,146.0,299.0,1.48,155,G365D,agriculture,38.0,0
361,0.49,1.21,1.01,0.71,0.0,0.0,0.011764706,0.0,0.03,,0.11,182.0,,37008.27,155,G365D,agriculture,46.0,0
362,0.31,1.0,1.18,1.32,0.0,0.0,0.0,0.006896552,-0.03,,-0.05,171.0,,221659.38,154,G365D,salaried,13.0,0
363,0.79,1.32,1.6,0.62,0.0,0.0,0.0,0.034482759,0.28,-0.17,-0.38,87.0,,1022902.43,155,G365D,student,27.0,0
364,0.44,0.47,0.77,1.7,0.0,0.0,0.0,0.00257732,0.24,-0.18,-0.45,66.0,160.0,180933.95,155,G365D,housewife,49.0,0
365,0.55,1.62,0.99,1.56,0.0,0.0,0.0,0.0,,,-0.33,,8.0,4030218.3,154,G365D,salaried,39.0,0
366,0.52,1.29,0.87,1.8,1.0,0.0,0.0,0.0,0.43,-0.02,-0.28,102.0,,29123.78,156,G365D,student,37.0,0
367,0.49,1.13,0.87,1.15,1.0,0.0,0.0,0.0,0.05,0.0,-0.12,30.0,,344238.45,156,G365D,housewife,52.0,0
368,,1.25,,,1.0,2.0,0.2,0.176470588,,-0.04,0.64,26.0,,12945.94,154,G365D,selfemployed,48.0,0
369,0.77,1.17,1.07,1.53,0.0,0.0,0.0,0.0,-0.27,-0.45,-0.3,146.0,306.0,564424.88,155,G365D,housewife,28.0,0
370,0.54,1.13,0.86,2.24,1.0,0.0,0.090909091,0.096774194,0.24,-0.04,-0.26,120.0,223.0,629852.08,154,G365D,agriculture,33.0,0
371,0.55,1.29,1.37,1.05,0.0,2.0,0.0,0.75,,-0.03,-0.1,82.0,,359062.5,156,G365D,student,36.0,0
372,0.92,1.15,0.87,1.26,0.0,0.0,0.0,0.0,1.19,-0.38,-0.51,47.0,126.0,12062.93,156,G365D,selfemployed,19.0,0
373,0.93,1.14,0.89,1.24,0.0,0.0,0.0,0.0,0.14,-0.3,-0.17,260.0,557.0,4992620.4,154,G365D,agriculture,55.0,0
374,0.8,1.02,0.91,1.24,0.0,0.0,0.0,0.0,0.02,-0.6,0.1,84.0,,143950.27,155,G365D,salaried,57.0,0
375,0.36,1.3,0.73,3.25,1.0,0.0,0.0,0.0,-0.05,,-0.14,80.0,,133852.74,153,G365D,selfemployed,35.0,0
376,0.5,1.62,1.14,1.96,0.0,2.0,0.0,0.030612245,0.45,-0.3,0.23,72.0,,286946.49,155,G365D,housewife,63.0,0
